_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
3026,47,,"Disziplin Logik, Welt, Wissen, Wissenschaften (umfasst Logik, Erkenntnistheorie, Metaphysik und Wissenschaftsphilosophie)",,"Logik, Welt, Wissen, Wissenschaften",,,en-UK,logik-wissen-wissenschaften,/logik-wissen-wissenschaften,https://www.philosophie.ch/logik-wissen-wissenschaften,GET,,,,,,2016-10-27,topic,portal page,,,German,,,,,,,,,,,,,,discipline-logica-conoscenza-scienza.jpg,"vek Logique, connaissance, sciences.svg",,,,,,,,,,,empty,,,,,"Logik, Logique formelle, Logica formale, Logic, Wissenschaftsphilosophie, Philosophie des sciences, Filosofia della scienza, Philosophy of Science, Erkenntnistheorie, Epistémologie, Epistemologia, Epistemology, Metaphysik, Métaphysique, Metafisica, Metaphysics",,,,"name: {{ Logik, Welt, Wissen, Wissenschaften (umfasst  Logik, Erkenntnistheorie, Metaphysik und Wissenschaftsphilosophie) }} => {{ Disziplin Logik, Welt, Wissen, Wissenschaften (umfasst Logik, Erkenntnistheorie, Metaphysik und Wissenschaftsphilosophie) }} ;;; tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Logique, connaissance, sciences.svg }} ;;; box_assets: {{  }} => {{ empty }}",,,,
3030,48,,"Disziplin Menschsein und Sprache (umfasst Geist, Sprache, Geschichte, Phänomenologie, Hermeneutik, Ästhetik)",,Menschsein und Sprache,,,en-UK,menschsein-und-sprache,/menschsein-und-sprache,https://www.philosophie.ch/menschsein-und-sprache,GET,,,,,,2016-10-27,topic,portal page,,,German,,,,,,,,,,,,,,discipline-menschsein-und-sprache.svg,vek Menschsein und Sprache.svg,,,,,,,,,,,,,,,,"Ästhetik, Geschichtsphilosophie, Sprachphilosophie, Hermeneutik, Phänomenologie, Philosophie des Geistes",,,,"intro_image_portal: {{  }} => {{ vek Menschsein und Sprache.svg }} ;;; themetags_discipline: {{ Ästhetik, Esthétique, Estetica, Aesthetics, Geschichtsphilosophie, Philosophie de l'histoire, Filosofia della storia, Philosophy of History, Sprachphilosophie, Philosophie du langage, Filosofia del linguaggio, Philosophy of Language, Philosophie des Geistes, Philosophie de l'esprit, Filosofia della mente, Philosophy of Mind, Hermeneutik, Herméneutique, Ermeneutica, Hermeneutics, Phänomenologie, Phénoménologie, Fenomenologia, Phenomenology, Philosophie der Psychologie, Philosophie de la psychologie, Filosofia della psicologia, Philosophy of Psychology }} => {{ Ästhetik, Geschichtsphilosophie, Sprachphilosophie, Hermeneutik, Phänomenologie, Philosophie des Geistes }}",,,,
3034,49,,"Disziplin Ethik, Gesellschaft, Kultur (umfasst angewandte und theoretische Ethik, Anthropologie, Geisteswissenschaften, Recht, Religion, politische und soziale Philosophie)",,"Ethik, Gesellschaft, Kultur","<p>Der Themenbereich „Ethik, Gesellschaft und Kultur“ reagiert auf die wachsende gesellschaftliche Bedeutung, die der philosophischen Reflexion in einer zunehmend unübersichtlichen Lebenswelt zukommt.</p>",,en-UK,ethik-gesellschaft-kultur,/ethik-gesellschaft-kultur,https://www.philosophie.ch/ethik-gesellschaft-kultur,GET,,,,,,2016-10-27,topic,portal page,,,German,,,,,,,,,,,,,,discipline-ethik-gesellschaft-kultur.svg,vek ethik gemeinschaft.svg,,,,,,,,,,,empty,,,,,"Philosophie der Geistes- und Sozialwissenschaften, Philosophie des sciences humaines et sociales, Filosofia delle scienze umane e sociali, Philosophy of Human and Social Sciences, Angewandte Ethik, Ethique & éthique appliquée, Etica applicata, Applied Ethics, Theoretische Ethik, Méta-éthique, Etica teorica, Meta-Ethics, Politische Philosophie, Philosophie politique, Filosofia politica, Political Philosophy, Philosophie des Sozialen, Philosophie sociale, Filosofia sociale, Social Philosophy, Kulturtheorie, Philosophie de la culture, Filosofia della cultura, Philosophy of Culture, Rechtsphilosophie, Philosophie du droit, Filosofia del diritto, Philosophy of Law, Philosophische Anthropologie, Anthropologie philosophique, Antropologia filosofica, Philosophical Anthropology, Kritische Theorie, Théorie critique, Teoria critica, Critical Theory, Philosophie der Pädagogik, Philosophie de la pédagogie, Filosofia della pedagogia, Philosophy of Pedagogy, Philosophie der Psychologie, Philosophie de la psychologie, Filosofia della psicologia, Philosophy of Psychology",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek ethik gemeinschaft.svg }} ;;; box_assets: {{  }} => {{ empty }},,,,
3038,50,,"Disziplin Geschichte der Philosophie (umfasst Antike, MA, Moderne, Ideengeschichte, Idealismus, Wittgenstein, Nietzsche)",,Geschichte der Philosophie,,,en-UK,geschichte-der-philosophie,/geschichte-der-philosophie,https://www.philosophie.ch/geschichte-der-philosophie,GET,,,,,,2016-10-27,topic,portal page,,,German,,,,,,,,,,,,,,discipline-geschichte-der-philosophie.svg,vek Geschichte der Philosophie.svg,,,,,,,,,,,,,,,,"Antike Philosophie, Philosophie antique, Filosofia antica, Ancient Philosophy, Philosophie des Mittelalters, Philosophie médiévale, Filosofia medievale, Medieval Philosophy, Philosophie der Moderne und Gegenwart, Philosophie moderne et contemporaine, Filosofia moderna, Modern and Contemporary Philosophy, Deutscher Idealismus, Philosophie transcendantale, Filosofia trascendentale, Transcendental Idealism, Ideengeschichte, Histoire des idées, Storia delle idee, History of Ideas",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Geschichte der Philosophie.svg }},,,,
3013,55,,Workshops und Kurse,,Workshops und Kurse,<p>Hier finden Sie Weiterbildungsangebote im ausseruniversitären Bereich.</p>,,de,workshops-und-kurse,/de/workshops-und-kurse,https://www.philosophie.ch/de/workshops-und-kurse,GET,,,,,,2016-10-19,topic,portal page,,,German,,,,,,,,,,,,,,our-pic-workshops.png,Workshop und Kurse.png,,,,,,,,,,,,,,yes,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Workshop und Kurse.png }},,,,
1193,56,,Prolegomena der Menschenwürde,,Prolegomena der Menschenwürde,"<p>„Die Pflicht gegen sich selbst besteht darin, dass der Mensch die Würde der Menschheit in seiner eigenen Person bewahre.“ – Immanuel Kant</p>",,en-UK,2016-10-27-koplenig,/2016-10-27-koplenig,https://www.philosophie.ch/2016-10-27-koplenig,GET,,,,,,2016-10-27,article,article,,,German,,,,,,,,,,,,,koplenig-d,2016-10-27-koplenig.png,Menschenwürde Kant.png,,,,,,,,,,,,,,,,Angewandte Ethik,Mensch,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Menschenwürde Kant.png }},,,,
1194,59,,Die Würde anderer Erdenbewohner,,Die Würde anderer Erdenbewohner,<p>Über die gesetzliche Grundlage der Würde der Kreatur: Wie steht es um die Würde der nichtmenschlichen Tiere?</p>,,en-UK,2016-10-27-wettstein,/2016-10-27-wettstein,https://www.philosophie.ch/2016-10-27-wettstein,GET,,,,,,2016-10-27,article,article,,,German,,,,,,,,,,,,,wettstein-f,2016-10-27-wettstein.jpg,animal-animal-photography-animal-portrait-black-and-white-433462.jpg,,,,,,,,,,,,,,,,,Tierethik,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ animal-animal-photography-animal-portrait-black-and-white-433462.jpg }},,,,
1192,60,,Meine sieben Sachen,,Meine sieben Sachen,"<p>In einer Zeitung stand kürzlich, dass jede Person, die in Europa lebt, etwa 10.000 Dinge besitzt. Wirklich?</p>",,en-UK,2016-10-27-beisbart,/2016-10-27-beisbart,https://www.philosophie.ch/2016-10-27-beisbart,GET,,,,,,2016-10-27,article,article,,,German,,,,,,,,,,,,,beisbart,2016-10-27-beisbart.png,Meine sieben Sachen.png,,,,,,,,,,,,,,,,Metaphysik,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Meine sieben Sachen.png }},,,,
835,69,,Zeitschriften,,Zeitschriften,,,de,zeitschriften,/de/zeitschriften,https://www.philosophie.ch/de/zeitschriften,GET,,,,,,2016-11-01,standard,portal page,,,German,,,,professionals,,,,,,,,,,our-pic-journals.png,journals.png,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; tag_public: {{  }} => {{ professionals }} ;;; intro_image_portal: {{  }} => {{ journals.png }},,,,
3316,71,,Gute Gründe für ein Philosophiestudium,,Gute Gründe für ein Philosophiestudium,<p>Ist ein Philosophiestudium brotlose Kunst? Weshalb sollte man überhaupt Philosophie studieren? Wir haben einige Philosophen gefragt. </p>,,de,warum-philosophie-studieren,/de/warum-philosophie-studieren,https://www.philosophie.ch/de/warum-philosophie-studieren,GET,,,,,,2016-10-19,standard,portal page,,,German,,,,,,,,,,,,,,our-pic-reasons-for-philosophy.jpeg,the-philosophers-master-of-the-judgment-of-solomon.jpg,,,,,,,,,warum-philosophie-studieren-pic1.jpg,Leist Bild.jpg,,,Leist_Warum_Philosophie.pdf,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ the-philosophers-master-of-the-judgment-of-solomon.jpg }} ;;; text_and_pictures_portal: {{  }} => {{ Leist Bild.jpg }},,,,
1007,73,,Buchnotiz: Ohne heute gäbe es morgen kein Gestern,<p>Publikationshinweis</p>,Ohne Heute gäbe es morgen kein Gestern,<p>Ein Buch von Yves Bossart über philosophische Gedankenspiele</p>,,en-UK,2016-11-01-bossart,/2016-11-01-bossart,https://www.philosophie.ch/2016-11-01-bossart,GET,,,,,,2016-11-01,article,article without DOI,,book note,German,,,,,,,,,,,,,bossart-y,2016-11-01-bossart.jpg,heutegestern.jpg,,,,,,,,,,,,,,,,,,book notice,,tag_page_type: {{  }} => {{ article without DOI }} ;;; tag_content_type: {{  }} => {{ book note }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ heutegestern.jpg }},,,,
3050,74,,Disziplin Angewandte Ethik,<p>Praktische Philosophie</p>,Angewandte Ethik,<p>Die angewandte Ethik ist das in den letzten 20 Jahren wohl am stärksten expandierende Teilgebiet der Philosophie. Worum es geht? Was diskutiert wird? Das erfahren sie hier.</p> <p> </p>,,en-UK,angewandte-ethik,/angewandte-ethik,https://www.philosophie.ch/angewandte-ethik,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-angewandte-ethik.svg,vek angewandte Ethik.svg,,,,,,,,,,,,,,,,"Angewandte Ethik, Ethique & éthique appliquée, Etica applicata, Applied Ethics",,,,lead_text: {{ <p>Die angewandte Ethik ist das in den letzten 20 Jahren wohl am stärksten expandierende Teilgebiet der Philosophie. Worum es geht? Was diskutiert wird? Das erfahren sie hier.</p> <p> </p> }} => {{ <p>Die angewandte Ethik ist das in den letzten 20 Jahren wohl am stärksten expandierende Teilgebiet der Philosophie. Worum es geht? Was diskutiert wird? Das erfahren sie hier.</p> <p> </p> }} ;;; tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek angewandte Ethik.svg }},,,,
3054,75,,Disziplin Theoretische Ethik,,Theoretische Ethik,<p>Wie sollen wir leben und handeln? Was ist das gute Leben? Was ist moralisch richtig und was moralisch falsch?</p>,,en-UK,theoretische-ethik,/theoretische-ethik,https://www.philosophie.ch/theoretische-ethik,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-theoretische-ethik.svg,vek Theoretische Ethik.svg,,,,,,,,,,,,,,,,"Theoretische Ethik, Méta-éthique, Etica teorica, Meta-Ethics",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Theoretische Ethik.svg }},,,,
3070,76,,Disziplin Politische Philosophie,<p>Praktische Philosophie</p>,Politische Philosophie,<p>Was bedeutet Autorität? Welche Rechte sollten Bürger gegenüber der Regierung haben? Und warum sollte es überhaupt Regierungen geben? Mit solchen Fragen beschäftigt sich die politische Philosophie.</p>,,en-UK,politische-philosophie,/politische-philosophie,https://www.philosophie.ch/politische-philosophie,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-politische-philosophie.svg,vek Politische Philosophie.svg,,,,,,,,,,,,,,,,"Politische Philosophie, Philosophie politique, Filosofia politica, Political Philosophy",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Politische Philosophie.svg }},,,,
3074,77,,Disziplin Philosophie des Sozialen,<p>Praktische Philosophie</p> <p> </p>,Philosophie des Sozialen,"<p>Nichts geringeres als das ganze soziale Leben ist Gegenstand der Philosophie des Sozialen.  Die soziale Philosophie tritt nirgends, also weder bei Marx, noch bei Arendt, Nietzsche oder Plessner als positive Lehre auf. Das zeigt: Es geht vor allem auch um eines - um Kritik.</p>",,en-UK,philosophie-des-sozialen,/philosophie-des-sozialen,https://www.philosophie.ch/philosophie-des-sozialen,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-philosophie-des-sozialen.svg,vek Philosophie des Sozialen.svg,,,,,,,,,,,,,,,,"Philosophie des Sozialen, Philosophie sociale, Filosofia sociale, Social Philosophy",,,,pre_headline: {{ <p>Praktische Philosophie</p> <p> </p> }} => {{ <p>Praktische Philosophie</p> <p> </p> }} ;;; tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Philosophie des Sozialen.svg }},,,,
1162,78,,Kulturtheorie,,Was ist Kulturtheorie?,<p>Sie möchten erfahren was Kulturtheorie ist? </p>,,en-UK,2016-03-11-schneebeli,/2016-03-11-schneebeli,https://www.philosophie.ch/2016-03-11-schneebeli,GET,,,,,,2016-03-11,article,article,,,German,,,,,,,,,,,,,schneebeli-p,2016-03-11-schneebeli.svg,vek Kulturtheorie.svg,,,,,,,,,,,,,,,,Philosophie des Sozialen,,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Kulturtheorie.svg }},,,,
3062,80,,Disziplin Rechtsphilosophie,<p>Praktische Philosophie</p>,Rechtsphilosophie,<p>Was ist Recht? In welchem Verhältnis stehen „Gerechtigkeit“ und „Recht“ zueinander? Wie entstehen Rechtsnormen? Solche Fragen stellt die Rechtsphilosophie.</p>,,en-UK,rechtsphilosophie,/rechtsphilosophie,https://www.philosophie.ch/rechtsphilosophie,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-rechtsphilosophie.jpg,scales.jpg,,,,,,,,,,,,,,,,"Rechtsphilosophie, Philosophie du droit, Filosofia del diritto, Philosophy of Law",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ scales.jpg }},,,,
3126,82,,Disziplin Metaphysik,<p>Theoretische Philosophie</p>,Metaphysik,"<p>In der Metaphysik geht es um die fundamentalen, ersten Fragen. Hier finden Sie eine kurze Einführung und unsere Portalbeiträge zu dieser philosophischen Disziplin.</p>",,en-UK,metaphysik,/metaphysik,https://www.philosophie.ch/metaphysik,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-metaphysik.jpg,samuel-scrimshaw-ebbFZvavGy4-unsplash.jpg,,,,,,,,,,,,,,,,"Metaphysik, Métaphysique, Metafisica, Metaphysics",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ samuel-scrimshaw-ebbFZvavGy4-unsplash.jpg }},,,,
3130,83,,Disziplin Erkenntnistheorie,<p>Theoretische Philosophie</p>,Erkenntnistheorie,"<p>Erkenntnistheorie ist eine philosophische Grundrichtung, die der Kantschen Frage ""Was kann ich wissen?"" folgt. Sie fragt also nach den Wegen, auf denen wir Wirklichkeit erkennen können.</p>",,en-UK,erkenntnistheorie,/erkenntnistheorie,https://www.philosophie.ch/erkenntnistheorie,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-erkenntnistheorie.jpg,timo-volz-6vtmH3Ts8iQ-unsplash.jpg,,,,,,,,,,,,,,,,"Erkenntnistheorie, Epistémologie, Epistemologia, Epistemology",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ timo-volz-6vtmH3Ts8iQ-unsplash.jpg }},,,,
3110,84,,Disziplin Philosophie des Geistes,<p>Theoretische Philosophie</p>,Philosophie des Geistes,"<p>Philosophy of Mind ist die philosophische Disziplin, die sich mit Fragen rund um mentale (geistige) Phänomene wie Bewusstsein, Gedanken, Emotionen usw. beschäftigt. </p>",,en-UK,philosophie-des-geistes,/philosophie-des-geistes,https://www.philosophie.ch/philosophie-des-geistes,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-philosophie-des-geistes.svg,vek philosophie des geistes.svg,,,,,,,,,,,,,,,,"Philosophie des Geistes, Philosophie de l'esprit, Filosofia della mente, Philosophy of Mind",,,,name: {{ Philosophie des Geistes }} => {{ Disziplin Philosophie des Geistes }} ;;; tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek philosophie des geistes.svg }},,,,
3118,85,,Disziplin Sprachphilosophie,<p>Theoretische Philosophie</p>,Sprachphilosophie,"<p>Die Sprachphilosophie ist die Disziplin der Philosophie, die sich mit Sprache und Bedeutung beschäftigt, vor allem mit dem Verhältnis von Sprache und Wirklichkeit und dem Verhältnis von Sprache und Bewusstsein (bzw. Denken). Alle Beiträge zu diesem Bereich finden Sie hier.</p>",,en-UK,sprachphilosophie,/sprachphilosophie,https://www.philosophie.ch/sprachphilosophie,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-sprachphilosophie.svg,vek menschsein sprache.svg,,,,,,,,,,,,,,,,"Sprachphilosophie, Philosophie du langage, Filosofia del linguaggio, Philosophy of Language",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek menschsein sprache.svg }},,,,
2251,86,,Philosophie der Psychologie,<p>Theoretische Philosophie</p>,Philosophie der Psychologie,<p>Ein philosophisches Licht auf die Psychologie</p>,,en-UK,2023-07-02-thalmann,/2023-07-02-thalmann,https://www.philosophie.ch/2023-07-02-thalmann,GET,,,,,,2023-07-02,article,article,,,German,,,,,,,,,,,,,thalmann-l,2023-07-02-thalmann.svg,vek Philosophie der Psychologie.svg,,,,,,,,,,,,,,,,,Psychophilo,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek Philosophie der Psychologie.svg }},,,,
3106,88,,Disziplin Hermeneutik,<p>Theoretische Philosophie</p>,Hermeneutik,<p>Die Hermeneutik ist eine Theorie der Interpretation von Texten und des Verstehens. Alle Texte aus diesem Bereich finden Sie hier</p>,,en-UK,hermeneutik,/hermeneutik,https://www.philosophie.ch/hermeneutik,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-hermeneutique.svg,vek hermeneutik.svg,,,,,,,,,,,,,,,,"Hermeneutik, Herméneutique, Ermeneutica, Hermeneutics",,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ vek hermeneutik.svg }},,,,
3134,90,,Disziplin Wissenschaftsphilosophie,<p>Theoretische Philosophie</p>,Wissenschaftsphilosophie,"<p> </p> <p>Sie möchten mehr darüber erfahren, was Wissenschaftsphilosophie ist? Hier finden Sie alle Beiträge auf dem Portal Philosophie.ch im Bereich der Wissenschaftsphilosophie.</p>",,en-UK,wissenschaftsphilosophie,/wissenschaftsphilosophie,https://www.philosophie.ch/wissenschaftsphilosophie,GET,,,,,,2016-11-03,topic,portal page,,,German,,,,,,,,,,,,,,discipline-philosophie-sciences.jpg,colorful-design-science-education_23-2148484343.jpg,,,,,,,,,,,,,,,,"Wissenschaftsphilosophie, Philosophie des sciences, Filosofia della scienza, Philosophy of Science",,,,"lead_text: {{ <p> </p> <p>Sie möchten mehr darüber erfahren, was Wissenschaftsphilosophie ist? Hier finden Sie alle Beiträge auf dem Portal Philosophie.ch im Bereich der Wissenschaftsphilosophie.</p> }} => {{ <p> </p> <p>Sie möchten mehr darüber erfahren, was Wissenschaftsphilosophie ist? Hier finden Sie alle Beiträge auf dem Portal Philosophie.ch im Bereich der Wissenschaftsphilosophie.</p> }} ;;; tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ colorful-design-science-education_23-2148484343.jpg }}",,,,
3058,93,,Disziplin Philosophie der Geistes- und Sozialwissenschaften,<p>Theoretische Philosophie</p>,Philosophie der Geistes- und Sozialwissenschaften,<p>In welchem Verhältnis steht der Einzelne zur Gesellschaft? Welche Strukturen prägen unser Zusammenleben? Und wie könnten diese Strukturen verbessert werden? Solche Fragen stellt die Philosophie der Sozialwissenschaften. Alle Beiträge zu diesem Bereich finden Sie hier.</p>,,en-UK,geistes-sozialwissenschaften,/geistes-sozialwissenschaften,https://www.philosophie.ch/geistes-sozialwissenschaften,GET,,,,,,2016-11-03,topic,,,,,,,,,,,,,,,,,,discipline-philosophie-der-sozialwissenschaften.svg,vek Philosophie der Geistes- und Sozialwissenschaften.svg,,,,,,,,,,,,,,,,"Philosophie der Geistes- und Sozialwissenschaften, Philosophie des sciences humaines et sociales, Filosofia delle scienze umane e sociali, Philosophy of Human and Social Sciences",,,,urlname: {{ philosophie-der-sozialwissenschaften }} => {{ geistes-sozialwissenschaften }} ;;; slug: {{ /philosophie-der-sozialwissenschaften }} => {{ /geistes-sozialwissenschaften }} ;;; link: {{ https://www.philosophie.ch/philosophie-der-sozialwissenschaften }} => {{ https://www.philosophie.ch/geistes-sozialwissenschaften }} ;;; intro_image_portal: {{  }} => {{ vek Philosophie der Geistes- und Sozialwissenschaften.svg }},,,,
